id	title1	title2	title3	hint1	hint2	hint3	explain
11	사도행전 6장 8절~10절	사도행전 7장 58절~59절	사도행전 8장 2절	8) 스데반이 은혜와 권능이 충만하여 큰 기사와 표적을 민간에 행하니\n\n9) 이른 바 자유민들 즉 구레네인, 알렉산드리아인, 길리기아와 아시아에서 온 사람들의 회당에서 어떤 자들이 일어나 스데반과 더불어 논쟁할새\n\n10) 스데반이 지혜와 성령으로 말함을 그들이 능히 당하지 못하여	58) 성 밖으로 내치고 돌로 칠새 증인들이 옷을 벗어 사울이라 하는 청년의 발 앞에 두니라\n\n59) 그들이 돌로 스데반을 치니 스데반이 부르짖어 이르되 주 예수여 내 영혼을 받으시옵소서 하고	2) 경건한 사람들이 스데반을 장사하고 위하여 크게 울더라	스○○은 초대 교회 일곱 집사 중의 한 사람으로, 그의 신앙은 1)믿음과 성령이 충만(행6:5)했다. 2)은혜와 권능이 충만(행6;8)했다. 3)큰 기사와 표적을 행(행6:8)했다. 4)지혜와 성령에 의해 영적 능력으로 말(행6:10)했다. 그는 공회 앞에서 담대히 변명하고(행7:253), 초대 교회 첫 순교자(행7:60)가 되었다.
12	사무엘상 25장 16절~18절	역대상 16장 2절~3절	민수기 6장 3절	16) 우리가 양을 지키는 동안에 그들이 우리와 함께 있어 밤낮 우리에게 담이 되었음이라\n\n17) 그런즉 이제 당신은 어떻게 할지를 알아 생각하실지니 이는 다윗이 우리 주인과 주인의 온 집을 해하기로 결정하였음이니이다 주인은 불량한 사람이라 더불어 말할 수 없나이다 하는지라\n\n18) 아비가일이 급히 떡 이백 덩이와 포도주 두 가죽 부대와 잡아서 요리한 양 다섯 마리와 볶은 곡식 다섯 세아와 건포도 백 송이와 무화과 뭉치 이백 개를 가져다가 나귀들에게 싣고	2) 다윗이 번제와 화목제 드리기를 마치고 여호와의 이름으로 백성에게 축복하고\n\n3) 이스라엘 무리 중 남녀를 막론하고 각 사람에게 떡 한 덩이와 야자열매로 만든 과자와 건포도로 만든 과자 하나씩을 나누어 주었더라	3) 포도주와 독주를 멀리하며 포도주로 된 초나 독주로 된 초를 마시지 말며 포도즙도 마시지 말며 생포도나 건포도도 먹지 말지니	○○도는 ○도를 건조시킨 것으로 이스라엘에서는 주식으로(삼상25:18, 삼하16:1, 대상12:40, 사16:7, 호3:1, 대상16:3) 사용했다. 단, 나실인은 먹는 것을 금(민6:3)했다.
13	마태복음 11장 25절~27절	고린도전서 14장 5절~6절	갈라디아서 1장 12절	25) 그 때에 예수께서 대답하여 이르시되 천지의 주재이신 아버지여 이것을 지혜롭고 슬기 있는 자들에게는 숨기시고 어린 아이들에게는 나타내심을 감사하나이다\n\n26) 옳소이다 이렇게 된 것이 아버지의 뜻이니이다\n\n27) 내 아버지께서 모든 것을 내게 주셨으니 아버지 외에는 아들을 아는 자가 없고 아들과 또 아들의 소원대로 계시를 받는 자 외에는 아버지를 아는 자가 없느니라	5) 나는 너희가 다 방언 말하기를 원하나 특별히 예언하기를 원하노라 만일 방언을 말하는 자가 통역하여 교회의 덕을 세우지 아니하면 예언하는 자만 못하니라\n\n6) 그런즉 형제들아 내가 너희에게 나아가서 방언으로 말하고 계시나 지식이나 예언이나 가르치는 것으로 말하지 아니하면 너희에게 무엇이 유익하리요	12) 이는 내가 사람에게서 받은 것도 아니요 배운 것도 아니요 오직 예수 그리스도의 계시로 말미암은 것이라	○○란 성경에서 1)감추었던 것을 나타내는 것(골1:25~27), 2)예수 그리스도(골1;25~27, 롬16:25~26, 계1:1), 3)낙원에서 들은 말(고후12:4), 4)복음(갈1:11~12), 5)성경(옵1:1, 나1:1, 암1:1), 6)자연(롬1:20)으로 밝히고 있다.
14	디모데전서 4장 6절~8절	디모데전서 6장 5절~6절	야고보서 1장 26절	6) 네가 이것으로 형제를 깨우치면 그리스도 예수의 좋은 일꾼이 되어 믿음의 말씀과 네가 따르는 좋은 교훈으로 양육을 받으리라\n\n7) 망령되고 허탄한 신화를 버리고 경건에 이르도록 네 자신을 연단하라\n\n8) 육체의 연단은 약간의 유익이 있으나 경건은 범사에 유익하니 금생과 내생에 약속이 있느니라	5) 마음이 부패하여지고 진리를 잃어 버려 경건을 이익의 방도로 생각하는 자들의 다툼이 일어나느니라\n\n6) 그러나 자족하는 마음이 있으면 경건은 큰 이익이 되느니라	26) 누구든지 스스로 경건하다 생각하며 자기 혀를 재갈 물리지 아니하고 자기 마음을 속이면 이 사람의 경건은 헛것이라	○○이란 거룩한 삶(약1:27)이다. ○○하게 되는 법은 1)하나님의 말씀으로(딤후3:14~17), 2)경건한 부모의 양육으로(삼상1:11), 3)기도로(딤전1:11), 4)경건에 이르기를 연습함으로(딤전4:7), 5)경건을 좇음으로(딤전6:11), 6)법을 지킴으로(딤전1:9), 7)망령되고 허된 말을 버림으로(딤후2:16), 8)그리스도의 재림을 소망함으로(딛2:11~14), 8)자기 혀를 재갈 물리는 것(약1:28) 등이다.
15	누가복음 11장 1절~3절	마태복음 24장 44절~45절	요한복음 6장 55절	1) 예수께서 한 곳에서 기도하시고 마치시매 제자 중 하나가 여짜오되 주여 요한이 자기 제자들에게 기도를 가르친 것과 같이 우리에게도 가르쳐 주옵소서\n\n2) 예수께서 이르시되 너희는 기도할 때에 이렇게 하라 아버지여 이름이 거룩히 여김을 받으시오며 나라가 임하시오며\n\n3) 우리에게 날마다 일용할 양식을 주시옵고	44) 이러므로 너희도 준비하고 있으라 생각하지 않은 때에 인자가 오리라\n\n45) 충성되고 지혜 있는 종이 되어 주인에게 그 집 사람들을 맡아 때를 따라 양식을 나눠 줄 자가 누구냐	55) 내 살은 참된 양식이요 내 피는 참된 음료로다	○○에는 일용할 ○○과 영의 ○○이 있다. 영의 ○○의 본질은 예수 그리스도(요6;32~35, 요6:48~51, 6:55~58)이시며, 말씀(시19:10)이다.
16	마태복음 7장 23절~25절	마태복음 16장 17절~18절	고린도전서 10장 4절	23) 그 때에 내가 그들에게 밝히 말하되 내가 너희를 도무지 알지 못하니 불법을 행하는 자들아 내게서 떠나가라 하리라\n\n24) 그러므로 누구든지 나의 이 말을 듣고 행하는 자는 그 집을 반석 위에 지은 지혜로운 사람 같으리니\n\n25) 비가 내리고 창수가 나고 바람이 불어 그 집에 부딪치되 무너지지 아니하나니 이는 주추를 반석 위에 놓은 까닭이요	17) 예수께서 대답하여 이르시되 바요나 시몬아 네가 복이 있도다 이를 네게 알게 한 이는 혈육이 아니요 하늘에 계신 내 아버지시니라\n\n18) 또 내가 네게 이르노니 너는 베드로라 내가 이 반석 위에 내 교회를 세우리니 음부의 권세가 이기지 못하리라	4) 다 같은 신령한 음료를 마셨으니 이는 그들을 따르는 신령한 반석으로부터 마셨으매 그 반석은 곧 그리스도시라	성경에서 ○○으로 비유 및 상징으로는 1)하나님(신32:15,18, 시89:26, 삼하22:3, 시18:2, 71:3, 94:22, 62:7, 73:26, 사17:10, 26:4), 2)예수 그리스도(사32:2, 롬9:33, 벧전2:8, 고전10:4), 3)그리스도에 대한 신앙고백(마16:18), 4)견고함(민24:21, 시40:2, 사33:16) 등이다.
17	창세기 41장 50절~52절	열왕기하 21장 1절~2절	마태복음 1장 10절	50) 흉년이 들기 전에 요셉에게 두 아들이 나되 곧 온의 제사장 보디베라의 딸 아스낫이 그에게서 낳은지라\n\n51) 요셉이 그의 장남의 이름을 므낫세라 하였으니 하나님이 내게 내 모든 고난과 내 아버지의 온 집 일을 잊어버리게 하셨다 함이요\n\n52) 차남의 이름을 에브라임이라 하였으니 하나님이 나를 내가 수고한 땅에서 번성하게 하셨다 함이었더라	1) 므낫세가 왕이 될 때에 나이가 십이 세라 예루살렘에서 오십오 년간 다스리니라 그의 어머니의 이름은 헵시바더라\n\n2) 므낫세가 여호와 보시기에 악을 행하여 여호와께서 이스라엘 자손 앞에서 쫓아내신 이방 사람의 가증한 일을 따라서	10) 히스기야는 므낫세를 낳고 므낫세는 아몬을 낳고 아몬은 요시야를 낳고	○○세는 요셉의 장자와 히스기야의 아들로 왕위 계승자가 있으며, 그 밖에 이방 아내와 이혼한 바핫모압 자손(스10:30)과 하숨 자손(스10:33)이 있다. 요셉의 장자(창41:51)는 에브라임에게 장자권을 빼앗겼고(창48:14), 이스라엘 12지파 중 한 시조가 되었다. 또한 히스기야의 아들은 왕위를 계승(왕하21:1)를 받아 우상 숭배를 제기하는 등 악을 행하다가(왕하21:2~16), 포로로 바벨론으로 끌려갔고(대하33:10), 하나님께 회개하여 다시 왕위에 올랐으며(대하33:12~13), 그 후 이방 신들과 여호와의 전의 우상을 제거(대하33:15~16)하고 화목제와 감사제를 드리고, 유다 백성들에게 하나님을 섬기라고 하였다.
18	예레미야 32장 7절~8절	민수기 27장 4절	창세기 21장 10절	7) 보라 네 숙부 살룸의 아들 하나멜이 네게 와서 말하기를 너는 아나돗에 있는 내 밭을 사라 이 기업을 무를 권리가 네게 있느니라 하리라 하시더니\n\n8) 여호와의 말씀과 같이 나의 숙부의 아들 하나멜이 시위대 뜰 안 나에게 와서 이르되 청하노니 너는 베냐민 땅 아나돗에 있는 나의 밭을 사라 기업의 상속권이 네게 있고 무를 권리가 네게 있으니 너를 위하여 사라 하는지라 내가 이것이 여호와의 말씀인 줄 알았으므로	4) 어찌하여 아들이 없다고 우리 아버지의 이름이 그의 종족 중에서 삭제되리이까 우리 아버지의 형제 중에서 우리에게 기업(상속)을 주소서 하매	10) 그가 아브라함에게 이르되 이 여종과 그 아들을 내쫓으라 이 종의 아들은 내 아들 이삭과 함께 기업(상속)을 얻지 못하리라 하므로	상○○이란 상속인이 상속의 효력을 가지는 권리를 말한다. 성경에서 상○○에 대한 규례는 1) 장자에게는 두 몫을 준다(신21:17). 2) 서자는 상○○이 없다(창21:10). 3) 아들이 없으면 딸에게 상○○이 있다(민27:1~11). 4) 과부는 상○○이 없다(룻4:5). 5) 상○○의 순위는 아들, 딸, 형제, 친족의 순이다(민27:8~11). 그런데 성경에는 상○○이 바뀐 경우도 있다. 즉 에서에게서 야곱으로, 아도니야에게서 솔로몬으로, 이스마엘에게서 이삭으로 등이다.
19	예레미야 14장 21절~22절	누가복음 12장 54절~55절	욥기 24장 8절	21) 주의 이름을 위하여 우리를 미워하지 마옵소서 주의 영광의 보좌를 욕되게 마옵소서 주께서 우리와 세우신 언약을 기억하시고 폐하지 마옵소서\n\n22) 이방인의 우상 가운데 능히 비를 내리게 할 자가 있나이까 하늘이 능히 소나기를 내릴 수 있으리이까 우리 하나님 여호와여 그리하는 자는 주가 아니시니이까 그러므로 우리가 주를 앙망하옵는 것은 주께서 이 모든 것을 만드셨음이니이다 하니라	54) 또 무리에게 이르시되 너희가 구름이 서쪽에서 이는 것을 보면 곧 말하기를 소나기가 오리라 하나니 과연 그러하고\n\n55) 남풍이 부는 것을 보면 말하기를 심히 더우리라 하나니 과연 그러하니라	8) 산중에서 만난 소나기에 젖으며 가릴 것이 없어 바위를 안고 있느니라	소○○란 갑자기 세차게 쏟아지다가 곧 그치는 비를 말한다. 성경에서 소○○가 상징하는 것은 1) 하나님의 말씀(신32:2), 2) 고난(욥24:8), 3) 메시야의 강림(시72:6), 4) 하나님의 진노(겔13:11,13), 5) 복음의 은혜(겔34:26), 5) 야곱의 남은 자(미5:7) 등이다
20	시편 92편 1절	시편 144편 9절	시편 33편 2절	1) 지존자여 십현금과 비파와 수금으로 여호와께 감사하며 주의 이름을 찬양하고 아침마다 주의 인자하심을 알리며 밤마다 주의 성실하심을 베풂이 좋으니이다	9) 하나님이여 내가 주께 새 노래로 노래하며 열 줄 비파(십현금)로 주를 찬양하리이다	2) 수금으로 여호와께 감사하고 열 줄 비파(십현금)로 찬송할지어다	○○금은 종교의식에 사용된 현악기로 진귀한 백단목으로 만들었고(왕상10:12, 대하9:11), 열줄 비파라고도 한다(시33;2, 시144:9).
21	출애굽기 17장 5절~7절	신명기 32장 50절~51절	시편 95편 8절	5) 여호와께서 모세에게 이르시되 백성 앞을 지나서 이스라엘 장로들을 데리고 나일 강을 치던 네 지팡이를 손에 잡고 가라\n\n6) 내가 호렙 산에 있는 그 반석 위 거기서 네 앞에 서리니 너는 그 반석을 치라 그것에서 물이 나오리니 백성이 마시리라 모세가 이스라엘 장로들의 목전에서 그대로 행하니라\n\n7) 그가 그 곳 이름을 맛사 또는 므리바라 불렀으니 이는 이스라엘 자손이 다투었음이요 또는 그들이 여호와를 시험하여 이르기를 여호와께서 우리 중에 계신가 안 계신가 하였음이더라	50) 네 형 아론이 호르 산에서 죽어 그의 조상에게로 돌아간 것 같이 너도 올라가는 이 산에서 죽어 네 조상에게로 돌아가리니\n\n51) 이는 너희가 신 광야 가데스의 므리바 물 가에서 이스라엘 자손 중 내게 범죄하여 내 거룩함을 이스라엘 자손 중에서 나타내지 아니한 까닭이라	8) 너희는 므리바에서와 같이 또 광야의 맛사에서 지냈던 날과 같이 너희 마음을 완악하게 하지 말지어다	○○○는 맛사(출17:7)라고도 한다. 이스라엘 백성이 마실 물이 없다고 모세와 다투고 하나님을 시험하여 하나님을 격노케 한 곳(출17:1~3, 신6:16)이다. 신약에서는 영적 교훈으로 사용(히3:7~12)된다.
22	역대상 29장 11절~12절	에베소서 1장 21절~22절	욥기 25장 2절	11) 여호와여 위대하심과 권능과 영광과 승리와 위엄이 다 주께 속하였사오니 천지에 있는 것이 다 주의 것이로소이다 여호와여 주권도 주께 속하였사오니 주는 높으사 만물의 머리이심이니이다\n\n12) 부와 귀가 주께로 말미암고 또 주는 만물의 주재가 되사 손에 권세와 능력이 있사오니 모든 사람을 크게 하심과 강하게 하심이 주의 손에 있나이다	21) 모든 통치와 권세와 능력과 주권과 이 세상뿐 아니라 오는 세상에 일컫는 모든 이름 위에 뛰어나게 하시고\n\n22) 또 만물을 그의 발 아래에 복종하게 하시고 그를 만물 위에 교회의 머리로 삼으셨느니라	2) 하나님은 주권과 위엄을 가지셨고 높은 곳에서 화평을 베푸시느니라	 ○○이란 국가 구성의 요소로써 국가의 의사를 최종적으로 결정하는 최고, 독립, 절대의 권력이다. 성경은 이러한 모든 ○○이 하나님께 속하였고, 또한 하나님에게서 나온다는 것을 가르치고(대상29:11,22)있다.
23	누가복음 22장 44절~46절	사도행전 2장 41절~42절	마태복음 5장 44절	44) 예수께서 힘쓰고 애써 더욱 간절히 기도하시니 땀이 땅에 떨어지는 핏방울 같이 되더라\n\n45) 기도 후에 일어나 제자들에게 가서 슬픔으로 인하여 잠든 것을 보시고\n\n46) 이르시되 어찌하여 자느냐 시험에 들지 않게 일어나 기도하라 하시니라	41) 그 말을 받은 사람들은 세례를 받으매 이 날에 신도의 수가 삼천이나 더하더라\n\n42) 그들이 사도의 가르침을 받아 서로 교제하고 떡을 떼며 오로지 기도하기를 힘쓰니라	44) 나는 너희에게 이르노니 너희 원수를 사랑하며 너희를 박해하는 자를 위하여 기도하라	흔히 ○○를 성도들의 영적 호흡이라고 한다. 성경에 나타난 ○○란 인간의 영혼이 하나님께 가까이 나아가면서 영혼 전체로 드리는 예배이다. 진실한 기도, 즉 틀림없이 응답받는 ○○는 하나님의 뜻을 인격적으로 인지하고 받아들이는 것이다(막11:24, 요14:7). ○○의 요소는 경배와 찬양(단4:34~35), 고백(요일1:9), 간구(딤전2:1~3), 중재(약5:15), 감사(빌4:6) 등이다.
